# Layer: disagg-40507
lat,lon,trt,imt,poe_0.032189,poe_0.004438,poe_0.002105,poe_0.001026,poe_0.000404
4.536,-75.681,Active Shallow Crust,PGA,0.011949693784117699,0.001969452714547515,0.0010675033554434776,0.0006087093497626483,0.0002888883464038372
4.536,-75.681,Active Shallow Crust,SA(0.1),0.01260138489305973,0.001972840866073966,0.0010365009075030684,0.0005662603653036058,0.0002611551608424634
4.536,-75.681,Active Shallow Crust,SA(0.2),0.011450245976448059,0.0017937571974471211,0.0009784228168427944,0.0005514707299880683,0.000262794375885278
4.536,-75.681,Active Shallow Crust,SA(0.3),0.011624693870544434,0.0018342792754992843,0.0010219953255727887,0.0005883927224203944,0.0002851639874279499
4.536,-75.681,Active Shallow Crust,SA(0.5),0.011658251285552979,0.0019236492225900292,0.00108268519397825,0.0006305876304395497,0.0003095754946116358
4.536,-75.681,Active Shallow Crust,SA(0.7),0.012470826506614685,0.0020253087859600782,0.0011279552709311247,0.0006515150889754295,0.0003150746342726052
4.536,-75.681,Active Shallow Crust,SA(1.0),0.013343006372451782,0.0021661596838384867,0.0011848710710182786,0.0006746333092451096,0.0003224695392418653
4.536,-75.681,Active Shallow Crust,SA(1.5),0.01412211824208498,0.0023481242824345827,0.001281731529161334,0.0007223506108857691,0.00033822693512775004
4.536,-75.681,Active Shallow Crust,SA(2.0),0.014263490214943886,0.002382274717092514,0.0012879291316494346,0.0007154790800996125,0.00032932471367530525
4.536,-75.681,Active Shallow Crust,SA(2.5),0.014501998201012611,0.0023837611079216003,0.0012807543389499187,0.0007093545864336193,0.0003239023790229112
4.536,-75.681,Active Shallow Crust,SA(3.0),0.015452433377504349,0.0024905905593186617,0.0013230203185230494,0.000721854972653091,0.000326221197610721
4.536,-75.681,Active Shallow Crust,SA(4.0),0.017263762652873993,0.0025431346148252487,0.0013082879595458508,0.0007016005693003535,0.0003131593985017389
4.536,-75.681,Active Shallow Crust,SA(5.0),0.01880299672484398,0.0027017102111130953,0.001376167987473309,0.0007368903607130051,0.00032567582093179226
4.536,-75.681,Deep Seismicity,PGA,0.000005671752660418861,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(0.1),0.000005839129698870238,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(0.2),0.00002886895526899025,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(0.3),0.00005635478373733349,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(0.5),0.00007014906441327184,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(0.7),0.00011056319635827094,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(1.0),0.0002177625719923526,3.2552289752629804e-8,0,0,0
4.536,-75.681,Deep Seismicity,SA(1.5),0.00029149072361178696,8.711005250461312e-8,0,0,0
4.536,-75.681,Deep Seismicity,SA(2.0),0.0004707674670498818,3.4800828530023864e-7,0,0,0
4.536,-75.681,Deep Seismicity,SA(2.5),0.00044155793148092926,1.961371367542597e-7,0,0,0
4.536,-75.681,Deep Seismicity,SA(3.0),0.0003207780246157199,1.4969618433724463e-8,0,0,0
4.536,-75.681,Deep Seismicity,SA(4.0),0.00019819813314825296,0,0,0,0
4.536,-75.681,Deep Seismicity,SA(5.0),0.00010124167602043599,0,0,0,0
4.536,-75.681,Subduction Interface,PGA,0.004849421326071024,0.0005893310299143195,0.00023382790095638484,0.00009131617116509005,0.000021943318643025123
4.536,-75.681,Subduction Interface,SA(0.1),0.003175598569214344,0.0002255761792184785,0.00006927573849679902,0.000019242790585849434,0.0000020433924419194227
4.536,-75.681,Subduction Interface,SA(0.2),0.004515037871897221,0.0005202346947044134,0.0002016991056734696,0.00007322747114812955,0.000015680629076086916
4.536,-75.681,Subduction Interface,SA(0.3),0.005707097705453634,0.0008451998583041131,0.0003677840286400169,0.000151147716678679,0.000039781280065653846
4.536,-75.681,Subduction Interface,SA(0.5),0.007268411573022604,0.0013448206009343266,0.0006190765998326242,0.000262876448687166,0.00006981113983783871
4.536,-75.681,Subduction Interface,SA(0.7),0.008238863199949265,0.0016052047722041607,0.0007419175235554576,0.0003141201741527766,0.00008166702173184603
4.536,-75.681,Subduction Interface,SA(1.0),0.008937905542552471,0.00176708004437387,0.0007937924237921834,0.0003235438489355147,0.00007951707812026143
4.536,-75.681,Subduction Interface,SA(1.5),0.009071270935237408,0.0017233442049473524,0.0007451329147443175,0.0002888136659748852,0.00006573947030119598
4.536,-75.681,Subduction Interface,SA(2.0),0.009546389803290367,0.0018134181154891849,0.0007836606237106025,0.00031002642936073244,0.00007770117372274399
4.536,-75.681,Subduction Interface,SA(2.5),0.009838620200753212,0.0018482691375538707,0.0008001355454325676,0.00032339163590222597,0.00008535303641110659
4.536,-75.681,Subduction Interface,SA(3.0),0.009863008745014668,0.001817101496271789,0.0007764648762531579,0.000307610840536654,0.00008050544420257211
4.536,-75.681,Subduction Interface,SA(4.0),0.01021687500178814,0.0018833121284842491,0.0008211956592276692,0.00034115210291929543,0.00009813773795031011
4.536,-75.681,Subduction Interface,SA(5.0),0.010019435547292233,0.001721577369607985,0.0007305744220502675,0.00029904229450039566,0.00008322816574946046
4.536,-75.681,Subduction IntraSlab,PGA,0.016112037003040314,0.0019430959364399314,0.0008087207097560167,0.00034068437526002526,0.00009866225445875898
4.536,-75.681,Subduction IntraSlab,SA(0.1),0.017100458964705467,0.002311450196430087,0.0010193847119808197,0.0004508192650973797,0.00014800703502260149
4.536,-75.681,Subduction IntraSlab,SA(0.2),0.01652044616639614,0.0021762887481600046,0.0009600661578588188,0.0004150140448473394,0.00012773231719620526
