# Layer: disagg-40507
lat,lon,trt,imt,poe_0.032189,poe_0.004438,poe_0.002105,poe_0.001026,poe_0.000404
4.536,-75.681,Subduction IntraSlab,SA(0.3),0.015361623838543892,0.001765648601576686,0.0007386715733446181,0.00030022699502296746,0.00008223298209486529
4.536,-75.681,Subduction IntraSlab,SA(0.5),0.013554335571825504,0.0012127300724387169,0.0004260660207364708,0.00013859232421964407,0.00002480530019965954
4.536,-75.681,Subduction IntraSlab,SA(0.7),0.011835569515824318,0.0008138924604281783,0.00024571080575697124,0.00006660430517513305,0.000008090881237876602
4.536,-75.681,Subduction IntraSlab,SA(1.0),0.010211273096501827,0.0005372589221224189,0.00013505658716894686,0.000029006245313212276,0.000002055951654256205
4.536,-75.681,Subduction IntraSlab,SA(1.5),0.009140172973275185,0.00039496150566264987,0.00008745649392949417,0.000015477202396141365,6.303563964138448e-7
4.536,-75.681,Subduction IntraSlab,SA(2.0),0.008384146727621555,0.000286182010313496,0.000055350879847537726,0.000008400574188272003,2.458048413700453e-7
4.536,-75.681,Subduction IntraSlab,SA(2.5),0.007934859953820705,0.0002419790835119784,0.00004427601379575208,0.000006405497060768539,1.4866037645333563e-7
4.536,-75.681,Subduction IntraSlab,SA(3.0),0.006892734207212925,0.00016889929247554392,0.000026620327844284475,0.0000029736759188381257,1.6026183047301856e-8
4.536,-75.681,Subduction IntraSlab,SA(4.0),0.004907914903014898,0.00006537729495903477,0.000007102063136699144,3.92411863003872e-7,0
4.536,-75.681,Subduction IntraSlab,SA(5.0),0.0036875654477626085,0.00002627749381645117,0.000001720741238386836,1.2397283200016318e-8,0
