TR,MMean,RMean,Vs30
31,6.724213429058914,102.49309105961719,760
225,6.870958318711703,59.39697478232557,760
475,6.875059245194452,42.2797094543489,760
975,6.871525671967456,28.317011260430206,760
2475,6.874305299713573,16.552768052951315,760
