TR,MMean,RMean,Vs30
31,6.803521960950367,102.54050085864257,760
225,6.966397758370484,55.28358504633211,760
475,6.949614407368293,38.00343961376099,760
975,6.925956726254317,25.153542378677745,760
2475,6.914011580451038,15.657345880924026,760
