# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792,iml_1.3029330753380104,iml_2.039880567310154,iml_3.193650393601467,iml_5.0000000000000036
PGA,mean,7.906,-72.508,0.5947011113166809,0.5333988666534424,0.4634697437286377,0.3885408639907837,0.31305235624313354,0.24124209582805634,0.17626208066940308,0.12033145129680634,0.07536318898200989,0.04263325780630112,0.021637553349137306,0.009880883619189262,0.0040881456807255745,0.0015372381312772632,0.000520265894010663,0.00015435763634741306,0.00003804148582275957,,,
PGA,quantile-0.15,7.906,-72.508,0.49576786160469055,0.44653308391571045,0.39398112893104553,0.338530957698822,0.27079352736473083,0.20036636292934418,0.14207181334495544,0.09518346190452576,0.05899488180875778,0.032803453505039215,0.01607525907456875,0.007016986142843962,0.0027717589400708675,0.0010162190301343799,0.00034830303047783673,0.00009913233952829614,0.00001749197326716967,,,
PGA,quantile-0.85,7.906,-72.508,0.6830244660377502,0.6172327995300293,0.5358486771583557,0.4437394142150879,0.34944602847099304,0.26540106534957886,0.19875679910182953,0.1394815891981125,0.08994594216346741,0.05230742692947388,0.027254736050963402,0.012744580395519733,0.005375228822231293,0.00210142252035439,0.0007272713119164109,0.00021183861827012151,0.00005729229451389983,0.000013754316569247749,,
SA(0.1),mean,7.906,-72.508,0.6470103859901428,0.6029481887817383,0.5494588017463684,0.4878920316696167,0.420515239238739,0.3504681885242462,0.28130853176116943,0.21623015403747559,0.15768514573574066,0.10763724148273468,0.0677342414855957,0.03878667578101158,0.020056601613759995,0.009342452511191368,0.0039172545075416565,0.0014758616453036666,0.000496525492053479,0.0001475238532293588,0.00003774484503082931,
SA(0.1),quantile-0.15,7.906,-72.508,0.5450244545936584,0.5040387511253357,0.4590541422367096,0.4112163782119751,0.3602696359157562,0.3033911883831024,0.2349483221769333,0.17437918484210968,0.12312539666891098,0.08095502853393555,0.04834394529461861,0.025675930082798004,0.012004933319985867,0.0051361871883273125,0.001949152909219265,0.0006579558830708265,0.00019793830870185047,0.00004751749293063767,,
SA(0.1),quantile-0.85,7.906,-72.508,0.7463427186012268,0.7085642218589783,0.6566244959831238,0.5903451442718506,0.5114899277687073,0.42431923747062683,0.33530524373054504,0.25727400183677673,0.19191718101501465,0.13605248928070068,0.08994339406490326,0.05416914075613022,0.029823465272784233,0.014827143400907516,0.006763872690498829,0.0027339905500411987,0.0010105635738000274,0.0003311724867671728,0.00008519340917700902,0.00001953649552888237
SA(0.2),mean,7.906,-72.508,0.6656813025474548,0.6236098408699036,0.5696649551391602,0.5051805973052979,0.43297111988067627,0.357220321893692,0.282685786485672,0.21348834037780762,0.15246324241161346,0.1015019416809082,0.06194879487156868,0.03417433798313141,0.01691230945289135,0.007503672037273645,0.0029926360584795475,0.0010764794424176216,0.00034826635965146124,0.00009941047028405592,0.000023756314476486295,
SA(0.2),quantile-0.15,7.906,-72.508,0.5689767599105835,0.5293287634849548,0.4833650588989258,0.4326946437358856,0.37891921401023865,0.3218693733215332,0.2519921064376831,0.18351450562477112,0.1273447871208191,0.08283145725727081,0.049392130225896835,0.02645566686987877,0.012579512782394886,0.005307129118591547,0.0020054050255566835,0.0006929422379471362,0.00022085322416387498,0.00005685534779331647,,
SA(0.2),quantile-0.85,7.906,-72.508,0.7536444664001465,0.7155647873878479,0.6604240536689758,0.5877435803413391,0.5003782510757446,0.4049907624721527,0.31070342659950256,0.2305353283882141,0.17067068815231323,0.11619655787944794,0.07209838181734085,0.04027745872735977,0.020223364233970642,0.009293369948863983,0.003871547058224678,0.0014724360080435872,0.0005079418187960982,0.00015312657342292368,0.00003270552770118229,
SA(0.3),mean,7.906,-72.508,0.657741367816925,0.6103314757347107,0.5500546097755432,0.4790312647819519,0.4012344181537628,0.32196712493896484,0.24648524820804596,0.17871949076652527,0.12119078636169434,0.07557564973831177,0.042656611651182175,0.021586550399661064,0.00978968758136034,0.004003949463367462,0.001492056529968977,0.0005088673206046224,0.00015653541777282953,0.00004165363861829974,,
SA(0.3),quantile-0.15,7.906,-72.508,0.5613932609558105,0.5200846195220947,0.47252559661865234,0.420116126537323,0.3637000620365143,0.30424466729164124,0.23149272799491882,0.16434256732463837,0.10973739624023438,0.06751366704702377,0.03714965656399727,0.018163207918405533,0.007916800677776337,0.0031225038692355156,0.0011518746614456177,0.00039587815990671515,0.0001235484378412366,0.000026851075745071284,,
SA(0.3),quantile-0.85,7.906,-72.508,0.7347363829612732,0.6852306127548218,0.616556704044342,0.5305889248847961,0.43417471647262573,0.3365635275840759,0.2619757056236267,0.20209676027297974,0.14043961465358734,0.08921647816896439,0.05142345279455185,0.026643434539437294,0.012415842153131962,0.005250616930425167,0.0020437350030988455,0.0007360568270087242,0.00023695571871940047,0.00005882443656446412,0.000011772247489716392,
SA(0.5),mean,7.906,-72.508,0.6226892471313477,0.5626376271247864,0.49034830927848816,0.4100315272808075,0.32734552025794983,0.2480144500732422,0.17666611075401306,0.11672046035528183,0.07046135514974594,0.03844304382801056,0.018915697932243347,0.008456042036414146,0.003483441425487399,0.0013418076559901237,0.00048222055193036795,0.0001583067496540025,0.00004536398409982212,0.000010744349310698453,,
