TR,MMean,RMean,Vs30
31,6.76460826102426,163.76292371452388,760
225,6.736017051961911,87.48927631948335,760
475,6.708861952763804,61.663158037330575,760
975,6.699884598549872,41.67065918375471,760
2475,6.724641744341618,24.754957954845406,760
