# Layer: disagg-40507
lat,lon,imt,poe,dist,mag_5-5.5,mag_5.5-6,mag_6-6.5,mag_6.5-7,mag_7-7.5,mag_7.5-8,mag_8-8.5,mag_8.5-9
1.212,-77.279,PGA,0.032189,0-20,0.0027569946832954884,0.0015973090194165707,0.0008170048240572214,0.0012742229737341404,0.00042791012674570084,0.000002020605506913853,0,0
1.212,-77.279,PGA,0.032189,20-40,0.0017389691201969981,0.0015664668753743172,0.0010438242461532354,0.0022456771694123745,0.0005020614480599761,0.000045267730456544086,0,0
1.212,-77.279,PGA,0.032189,40-60,0.0002306487294845283,0.00037777467514388263,0.00034983636578544974,0.0008683427586220205,0.00038305879570543766,0.00011134883970953524,0,0
1.212,-77.279,PGA,0.032189,60-80,0.000012337832231423818,0.00006296848732745275,0.00009520161984255537,0.00029851257568225265,0.0001311157102463767,0.00001312709446210647,0,0
1.212,-77.279,PGA,0.032189,80-100,2.8438299182198534e-7,0.00001102680016629165,0.00003403334631002508,0.00015064758190419525,0.00006227764970390126,0.000003446967411946389,0,0
1.212,-77.279,PGA,0.032189,100-120,0,0.0000019495992091833614,0.000014709075912833214,0.000022527055989485234,0.000006003715952829225,0.0000012753627061101724,0,0
1.212,-77.279,PGA,0.032189,120-140,0,9.395471778361753e-8,0.001612029504030943,0.0018379600951448083,0.0018093010876327753,0.000004212580734019866,0,0
1.212,-77.279,PGA,0.032189,140-160,0,0,0.0014435983030125499,0.0015975632704794407,0.0010153247276321054,0.000020335828594397753,0,0
1.212,-77.279,PGA,0.032189,160-180,0,0,0.0006001154542900622,0.0008998935809358954,0.0008882686379365623,0.0002586532791610807,0.0005099972477182746,0.0007505093235522509
1.212,-77.279,PGA,0.032189,180-200,0,0,0.00019051054550800472,0.0003347352612763643,0.0003352600906509906,0.00020256961579434574,0.00019563635578379035,0.000038705093174939975
1.212,-77.279,PGA,0.032189,200-220,0,0,0.000060967362514929846,0.00013597011275123805,0.00016727889305911958,0.00005969655467197299,0.00006653222226304933,0.000008935273399401922
1.212,-77.279,PGA,0.032189,220-240,0,0,0.000015676996554248035,0.00005712023994419724,0.00008238739246735349,0.000028265441869734786,0.00004232062929077074,0.000008801459443930071
1.212,-77.279,PGA,0.032189,240-260,0,0,0.00000470153918286087,0.000027485946702654473,0.000047406447265530005,0.000031530489650322124,0.00003963434573961422,0.000003646652885436197
1.212,-77.279,PGA,0.032189,260-280,0,0,0.0000011476100780782872,0.00001581031574460212,0.00003481841486063786,0.00001388652981404448,0.000024934175598900765,0.000001484282279307081
1.212,-77.279,PGA,0.032189,280-300,0,0,1.6769227784152463e-7,0.000006561137524840888,0.0000181478990270989,0.000006924170520505868,0.000011294742762402166,0
1.212,-77.279,PGA,0.032189,300-320,0,0,1.6316217710254932e-8,0.0000034048696306854254,0.000009772140401764773,0.000004638162863557227,0.000008037132829485927,0
1.212,-77.279,PGA,0.032189,320-340,0,0,0,0.0000011714234915416455,0.00000690615524945315,0.0000036543403894029325,0.000004669311692850897,0
1.212,-77.279,PGA,0.032189,340-360,0,0,0,2.979248563406145e-7,0.0000020629731807275675,0.000002166715376006323,0.0000031737101835460635,0
1.212,-77.279,PGA,0.032189,360-380,0,0,0,6.818513753614752e-8,0.0000012769218074026867,0.0000011598348237384926,0.000001525679067526653,0
1.212,-77.279,PGA,0.032189,380-400,0,0,0,1.1495365770386456e-9,3.5863081393472385e-7,7.089785754033073e-7,8.331482490575581e-7,0
1.212,-77.279,PGA,0.004438,0-20,0.00037682667607441545,0.0003842351434286684,0.0003079168382100761,0.0007571880705654621,0.00028496491722762585,0.0000011160085477968096,0,0
1.212,-77.279,PGA,0.004438,20-40,0.000040152834117179736,0.00009527554357191548,0.00012283357500564307,0.0004734081740025431,0.00016853616398293525,0.00001969011100300122,0,0
1.212,-77.279,PGA,0.004438,40-60,3.8732650864403695e-8,0.0000036142819226370193,0.000013320786820258945,0.00008107838948490098,0.0000705805723555386,0.000027979715014225803,0,0
1.212,-77.279,PGA,0.004438,60-80,0,5.306206141142411e-9,8.059750484790129e-7,0.0000146621814565151,0.000011562566214706749,0.0000017647330423642416,0,0
1.212,-77.279,PGA,0.004438,80-100,0,0,2.0819072688027518e-8,0.0000029605582767544547,0.000002856557784980396,3.017847518549388e-7,0,0
1.212,-77.279,PGA,0.004438,100-120,0,0,0,5.8293860405456144e-8,1.2749733002692665e-7,7.07295484403403e-8,0,0
1.212,-77.279,PGA,0.004438,120-140,0,0,0.00009022503945743665,0.00022101611830294132,0.00035829178523272276,1.4099445877491235e-7,0,0
1.212,-77.279,PGA,0.004438,140-160,0,0,0.000040935286961030215,0.00011891443864442408,0.0001263684534933418,8.879031838660012e-7,0,0
1.212,-77.279,PGA,0.004438,160-180,0,0,0.0000031930565000948263,0.000034066291846102104,0.00006538591696880758,0.000007694547093706205,0.00003752373231691308,0.00008989244815893471
1.212,-77.279,PGA,0.004438,180-200,0,0,6.971846033820839e-8,0.000005681155016645789,0.000014012309293320868,0.0000037603761029458838,0.000010816665962920524,0.0000030971971227700124
1.212,-77.279,PGA,0.004438,200-220,0,0,0,0.0000010506627177164773,0.00000477276262245141,6.125796403466666e-7,0.000002684455921553308,5.06464402860729e-7
1.212,-77.279,PGA,0.004438,220-240,0,0,0,1.3561106015913538e-7,0.0000011970848845521687,1.3817397359616734e-7,0.0000012328828233876266,3.833793584817613e-7
1.212,-77.279,PGA,0.004438,240-260,0,0,0,0,3.7452926449077495e-7,3.496278111470019e-8,7.813289926161815e-7,1.2312501951328159e-7
