TR,MMean,RMean,Vs30
31,,,760
225,5.597803135965418,160.6897040957499,760
475,5.64826080439462,116.98984888091454,760
975,5.659215161231713,80.41495183368963,760
2475,5.662266784093609,48.05735526424777,760
