TR,MMean,RMean,Vs30
31,6.679558458848396,102.41794418771518,760
225,6.843179754756773,78.64007633745672,760
475,6.862763362710912,68.71362025633869,760
975,6.869918248349072,58.39277627452914,760
2475,6.86811084313587,43.61968578335624,760
