TR,MMean,RMean,Vs30
31,6.679289841772227,224.9081502195791,760
225,7.356651775272173,224.69031696825178,760
475,7.637142806956114,235.90545009076055,760
975,7.850318641801687,246.07025632103552,760
2475,8.011003025123493,252.56438038603193,760
