TR,MMean,RMean,Vs30
31,6.599187774053854,219.4854956064037,760
225,7.174760853034592,210.5312049201262,760
475,7.42742031303555,218.2077388642683,760
975,7.6505108683431615,227.88533924589606,760
2475,7.859074359739897,237.7513605772988,760
