# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792
PGA,mean,2.566,-72.639,0.14666256308555603,0.10210519284009933,0.06558023393154144,0.03907255083322525,0.021708853542804718,0.011287973262369633,0.005500471219420433,0.00250968593172729,0.0010740180732682347,0.00043483887566253543,0.00016912286810111254,0.00006433475209632888,0.000023742501070955768,,,
PGA,quantile-0.15,2.566,-72.639,0.11291056871414185,0.07061231136322021,0.03990717977285385,0.020705709233880043,0.010040920227766037,0.004758733790367842,0.002292478224262595,0.0010551344603300095,0.0004689331690315157,0.0002030166651820764,0.00009568366658641025,0.00004150502718403004,0.000015175190128502436,,,
PGA,quantile-0.85,2.566,-72.639,0.19346283376216888,0.1448279321193695,0.10083699971437454,0.06583809852600098,0.04018253833055496,0.023458970710635185,0.012383285909891129,0.006094569806009531,0.0026315893046557903,0.0009995575528591871,0.0003300616517663002,0.00010096545156557113,0.000029273847758304328,,,
SA(0.1),mean,2.566,-72.639,0.19588635861873627,0.15333841741085052,0.11193271726369858,0.07617300748825073,0.048423148691654205,0.028807444497942924,0.016053233295679092,0.008378515020012856,0.004091475158929825,0.0018700335640460253,0.0008049214957281947,0.0003311939362902194,0.00013272093201521784,0.00005244325438980013,0.000020073264749953523,
SA(0.1),quantile-0.15,2.566,-72.639,0.16494084894657135,0.1192910224199295,0.0774545967578888,0.04546117037534714,0.025123968720436096,0.013471909798681736,0.006814225111156702,0.0033231216948479414,0.0016573498724028468,0.0007764767506159842,0.00033408301533199847,0.00014699139865115285,0.0000666076666675508,0.000025647790607763454,,
SA(0.1),quantile-0.85,2.566,-72.639,0.25445127487182617,0.21495355665683746,0.16981443762779236,0.12504592537879944,0.08594951033592224,0.0556640587747097,0.03330985829234123,0.018669769167900085,0.009627148509025574,0.004572977311909199,0.0019312530057504773,0.000725586898624897,0.0002544698363635689,0.00008645881462143734,0.00003094449493801221,0.000012050217264913954
SA(0.2),mean,2.566,-72.639,0.2169196754693985,0.17377206683158875,0.12874501943588257,0.08788328617811203,0.055293481796979904,0.03215104714035988,0.01733405515551567,0.00869835540652275,0.004076994024217129,0.0017911946633830667,0.0007436697487719357,0.0002957257383968681,0.00011443990661064163,0.00004349469963926822,0.00001593489469087217,
SA(0.2),quantile-0.15,2.566,-72.639,0.18972422182559967,0.14655177295207977,0.10366124659776688,0.06426732242107391,0.035813696682453156,0.018264077603816986,0.009213634766638279,0.004225481301546097,0.001855800743214786,0.0008045059512369335,0.0003539472818374634,0.00015589737449772656,0.00007194159843493253,0.000027313586542732082,,
SA(0.2),quantile-0.85,2.566,-72.639,0.2589189112186432,0.21957352757453918,0.17654304206371307,0.12911155819892883,0.08757025003433228,0.049056727439165115,0.03268766775727272,0.015392700210213661,0.006997973658144474,0.0033316032495349646,0.0012376882368698716,0.00047545175766572356,0.0001777799188857898,0.00005991373836877756,0.000023147138563217595,
SA(0.3),mean,2.566,-72.639,0.20893672108650208,0.1631484180688858,0.11725368350744247,0.07743425667285919,0.04707084596157074,0.02640712261199951,0.013705178163945675,0.006594742648303509,0.002948789158836007,0.0012314040213823318,0.00048456451622769237,0.0001820853940444067,0.00006620892236242071,0.000023273789338418283,,
SA(0.3),quantile-0.15,2.566,-72.639,0.18926392495632172,0.14146055281162262,0.09573707729578018,0.05867819860577583,0.03293905407190323,0.016612347215414047,0.007771590258926153,0.0034530293196439743,0.0014596442924812436,0.000616556906607002,0.0002673495328053832,0.00011744967923732474,0.000044969692680751905,0.00001657099710428156,,
SA(0.3),quantile-0.85,2.566,-72.639,0.24297380447387695,0.19783426821231842,0.14545881748199463,0.1040830910205841,0.06792806088924408,0.039521723985672,0.02473926916718483,0.013361791148781776,0.006386682391166687,0.0028060944750905037,0.001117981388233602,0.0003642764932010323,0.00010775066039059311,0.00003301896504126489,0.000011071632798120845,
SA(0.5),mean,2.566,-72.639,0.17903317511081696,0.13253745436668396,0.09054094552993774,0.05718981474637985,0.033462297171354294,0.018125085160136223,0.009052041918039322,0.004144676961004734,0.0017352880677208304,0.000666918873321265,0.00023764948127791286,0.00007971336162881926,0.000025447261577937752,,,
SA(0.5),quantile-0.15,2.566,-72.639,0.1580982357263565,0.11208590865135193,0.07220550626516342,0.042066529393196106,0.022118529304862022,0.0105271702632308,0.0046334825456142426,0.0019133220193907619,0.0007635466754436493,0.0003083702176809311,0.00011815135803772137,0.000040094993892125785,0.000014279257811722346,,,
SA(0.5),quantile-0.85,2.566,-72.639,0.1918441206216812,0.14484857022762299,0.10231170058250427,0.06819566339254379,0.04319039732217789,0.02596992999315262,0.014561268500983715,0.007486335467547178,0.003463249420747161,0.0014161891303956509,0.0005022981786169112,0.00015199952758848667,0.0000389547276427038,,,
SA(0.7),mean,2.566,-72.639,0.136831596493721,0.09530936181545258,0.061776090413331985,0.03735262528061867,0.02105681411921978,0.011007932014763355,0.005290475208312273,0.0023198039270937443,0.0009253339376300573,0.0003366961609572172,0.00011251374235143885,0.00003496784847811796,0.000010065227797895204,,,
