# Layer: disagg-40507
lat,lon,imt,poe,dist,mag_5-5.5,mag_5.5-6,mag_6-6.5,mag_6.5-7,mag_7-7.5,mag_7.5-8,mag_8-8.5,mag_8.5-9
2.566,-72.639,PGA,0.032189,0-20,0.00006114025745773688,0.000024274182578665204,0.000010684037079045083,0.0000013213342526796623,0,0,0,0
2.566,-72.639,PGA,0.032189,20-40,0.00022108065604697913,0.00008292288839584216,0.00003177298276568763,0.0000035029913760808995,0,0,0,0
2.566,-72.639,PGA,0.032189,40-60,0.0003398179542273283,0.0001368181110592559,0.000051154322136426345,0.000005450716798804933,0,0,0,0
2.566,-72.639,PGA,0.032189,60-80,0.0003594580921344459,0.0001703402231214568,0.0000671219895593822,0.000007176068720582407,0,0,0,0
2.566,-72.639,PGA,0.032189,80-100,0.00031351667712442577,0.00018563988851383328,0.00008068613533396274,0.000009797022357815877,0.000003830881269095698,0,0,0
2.566,-72.639,PGA,0.032189,100-120,0.0004732096567749977,0.00034659932134673,0.0001754088734742254,0.000056584231060696766,0.0000185675235115923,0,0,0
2.566,-72.639,PGA,0.032189,120-140,0.0007584524573758245,0.0005957653629593551,0.00029466929845511913,0.00009336803486803547,0.00002671501897566486,0,0,0
2.566,-72.639,PGA,0.032189,140-160,0.0006358897662721574,0.000606577901635319,0.0003357383538968861,0.0001217778553836979,0.000032028459827415645,0,0,0
2.566,-72.639,PGA,0.032189,160-180,0.0007041559438221157,0.000940755067858845,0.0006999750039540231,0.0002740050258580595,0.000023616479666088708,0,0,0
2.566,-72.639,PGA,0.032189,180-200,0.0008220168529078364,0.0013237334787845612,0.0010327091440558434,0.00039139919681474566,0.0000152586353578954,0,0,0
2.566,-72.639,PGA,0.032189,200-220,0.0006837956607341766,0.0013456473825499415,0.0011965741869062185,0.0004657467652577907,0.000011784987691498827,0,0,0
2.566,-72.639,PGA,0.032189,220-240,0.000474876316729933,0.0011506079463288188,0.001178345992229879,0.0004930056165903807,0.000010563197065494023,0,0,0
2.566,-72.639,PGA,0.032189,240-260,0.0002751238935161382,0.0008726432570256293,0.0010522431693971157,0.0004839723987970501,0.000009455704457650427,0,0,0
2.566,-72.639,PGA,0.032189,260-280,0.0001477055047871545,0.0006231050356291234,0.0008878044318407774,0.0004391842521727085,0.000008632156095700338,0,0,0
2.566,-72.639,PGA,0.032189,280-300,0.00007962212839629501,0.0004343753098510206,0.0007028589025139809,0.0003555840812623501,0.000007914016350696329,0,0,0
2.566,-72.639,PGA,0.032189,300-320,0.00004727422128780745,0.0003474604745861143,0.0006710384623147547,0.0003823369916062802,0.0000333683674398344,0,0,0
2.566,-72.639,PGA,0.032189,320-340,0.00004244502997607924,0.0004408898821566254,0.0010677287355065346,0.000803902861662209,0.00010314871178707108,0,0,0
2.566,-72.639,PGA,0.032189,340-360,0.00002069760739686899,0.000250676937866956,0.0006083435728214681,0.0004659810510929674,0.000059495792811503634,0,0,0
2.566,-72.639,PGA,0.032189,360-380,0,0,0,0,0,0,0,0
2.566,-72.639,PGA,0.032189,380-400,0,0,0.0003438012208789587,0.000684924831148237,0.0003270435845479369,0,0,0
2.566,-72.639,PGA,0.004438,0-20,0.00005846879503224045,0.000024000395569601096,0.000010657875463948585,0.0000013205317372921854,0,0,0,0
2.566,-72.639,PGA,0.004438,20-40,0.0001567524450365454,0.00007250113412737846,0.000030320670703076757,0.0000034313964079046855,0,0,0,0
2.566,-72.639,PGA,0.004438,40-60,0.00013877806486561894,0.00008892715413821861,0.00004267678377800621,0.000004973515842721099,0,0,0,0
2.566,-72.639,PGA,0.004438,60-80,0.00007922416989458725,0.0000743459677323699,0.00004517044362728484,0.00000576831234866404,0,0,0,0
2.566,-72.639,PGA,0.004438,80-100,0.000038569574826397,0.0000534772225364577,0.00004205663935863413,0.0000068377971729205456,0.000003551640020305058,0,0,0
2.566,-72.639,PGA,0.004438,100-120,0.00003942550392821431,0.00007703117444179952,0.00007915282913018018,0.00004032002470921725,0.000016435194993391633,0,0,0
2.566,-72.639,PGA,0.004438,120-140,0.00004650884147849865,0.00010548248246777803,0.00011177638953085989,0.000059363996115280315,0.000022278456526692025,0,0,0
2.566,-72.639,PGA,0.004438,140-160,0.00002429689084237907,0.00007886390085332096,0.00010213226778432727,0.00006743535050190985,0.000024939417926361784,0,0,0
2.566,-72.639,PGA,0.004438,160-180,0.000013575028788181953,0.00008543249714421108,0.00016456126468256116,0.00012076970597263426,0.000017085596482502297,0,0,0
2.566,-72.639,PGA,0.004438,180-200,0.000007259850463015027,0.00008595222607254982,0.00019046329543925822,0.00014219341392163187,0.000010194451533607207,0,0,0
2.566,-72.639,PGA,0.004438,200-220,0.0000023179052277555456,0.00006451821536757052,0.00017959244723897427,0.00014325980737339705,0.000007266222837642999,0,0,0
2.566,-72.639,PGA,0.004438,220-240,3.044585525913135e-7,0.00003925020428141579,0.00014195143012329936,0.0001263859448954463,0.000005995159881422296,0,0,0
2.566,-72.639,PGA,0.004438,240-260,0,0.00002029749703069683,0.0001015408051898703,0.0001026615864248015,0.000004942094165016897,0,0,0
2.566,-72.639,PGA,0.004438,260-280,0,0.000009304187187808566,0.00006961693725315854,0.00007967346755322069,0.000004163508037891006,0,0,0
2.566,-72.639,PGA,0.004438,280-300,0,0.000004073099717061268,0.00004601305045071058,0.000056889588449848816,0.000003517111281325924,0,0,0
2.566,-72.639,PGA,0.004438,300-320,0,0.000001996795617742464,0.00003812155046034604,0.000059656020312104374,0.000011752717909985222,0,0,0
