TR,MMean,RMean,Vs30
31,,,760
225,6.090580107548166,44.37918249753401,760
475,6.128294691289639,37.03845479743923,760
975,6.154774712545308,31.31831000161411,760
2475,6.179667418112138,25.529258061139327,760
