TR,MMean,RMean,Vs30
31,6.456836107411641,167.77817341199278,760
225,6.705147178896809,138.6650998139457,760
475,6.76377293779087,127.19098462956549,760
975,6.80446079616812,115.26348915380075,760
2475,6.8288885006855145,99.11156308477793,760
