TR,MMean,RMean,Vs30
31,6.77768887107176,203.5683669296429,760
225,7.086005629106481,173.57517349321108,760
475,7.169064783149549,163.75537967307463,760
975,7.240405433981372,154.5908561191386,760
2475,7.320806231977021,142.58161943311933,760
