TR,MMean,RMean,Vs30
31,,,760
225,6.6807959035568025,87.30380606316335,760
475,6.843265260689271,70.6170284849333,760
975,6.98814750896856,56.558986605688446,760
2475,7.155206658531686,40.18693884040709,760
