TR,MMean,RMean,Vs30
31,5.948172242863022,95.25449878671652,760
225,6.110954240216868,41.89983376325167,760
475,6.198449612911323,32.37472354665839,760
975,6.292957737637689,25.441402758892146,760
2475,6.423751838390968,19.07130218346778,760
