# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792
SA(1.5),quantile-0.85,6.187,-67.487,0.003522948594763875,0.0023746336810290813,0.0015343723352998495,0.0009504005429334939,0.0005628445069305599,0.0003168148687109351,0.0001694841485004872,0.00008675342542119324,0.00004089992944500409,0.000017493888663011603,,,,,,
SA(2.0),mean,6.187,-67.487,0.002156088361516595,0.0013970412546768785,0.000863949884660542,0.0005094066727906466,0.00028594903415068984,0.00015230879944283515,0.00007650913903489709,0.000035911943996325135,0.00001555839662614744,,,,,,,
SA(2.0),quantile-0.15,6.187,-67.487,0.0017587440088391304,0.001133327023126185,0.0006981751066632569,0.0004116759810131043,0.00023262924514710903,0.0001237737014889717,0.00006134451541583985,0.00002868253977794666,0.000012492613677750342,,,,,,,
SA(2.0),quantile-0.85,6.187,-67.487,0.0024246221873909235,0.0015819709515199065,0.0009784939466044307,0.0005737842875532806,0.0003228451241739094,0.0001716830738587305,0.00008819662616588175,0.000041932256863219664,0.000018199558326159604,,,,,,,
SA(2.5),mean,6.187,-67.487,0.0015163685893639922,0.0009505544439889491,0.0005680526373907924,0.00032342737540602684,0.00017516779189463705,0.00008987703040475026,0.00004336992060416378,0.000019465778677840717,,,,,,,,
SA(2.5),quantile-0.15,6.187,-67.487,0.0012757163494825363,0.0007949226419441402,0.0004732244706247002,0.0002694713184610009,0.00014651469246018678,0.00007328874198719859,0.00003464959445409477,0.000015303703548852354,,,,,,,,
SA(2.5),quantile-0.85,6.187,-67.487,0.0016951631987467408,0.0010711001232266426,0.0006469362997449934,0.0003723928239196539,0.0002032770571531728,0.00010684088920243084,0.00005308262552716769,0.00002438715637254063,0.000010223582648904994,,,,,,,
SA(3.0),mean,6.187,-67.487,0.0011385115794837475,0.0006947764195501804,0.0004037743201479316,0.00022346264449879527,0.00011757937318179756,0.00005854751725564711,0.000027356833015801385,0.000011846977031382266,,,,,,,,
SA(3.0),quantile-0.15,6.187,-67.487,0.001005683676339686,0.0006101844483055174,0.00035281473537907004,0.00019461190095171332,0.00010077835759148002,0.000048434161726618186,0.000021871297576581128,,,,,,,,,
SA(3.0),quantile-0.85,6.187,-67.487,0.0012622536160051823,0.0007813942502252758,0.00046205578837543726,0.00026016804622486234,0.00013946238323114812,0.00007241018465720117,0.00003514912896207534,0.00001577736111357808,,,,,,,,
SA(4.0),mean,6.187,-67.487,0.0007100309594534338,0.0004154970229137689,0.00023095789947547019,0.00012191573478048667,0.000060920305259060115,0.000028606404157471843,0.000012462804079405032,,,,,,,,,
SA(4.0),quantile-0.15,6.187,-67.487,0.0006680341903120279,0.0003804166044574231,0.0001949227589648217,0.00009629638952901587,0.00004639558756025508,0.00002117277108482085,,,,,,,,,,
SA(4.0),quantile-0.85,6.187,-67.487,0.000790826219599694,0.0004768115468323231,0.00027337062056176364,0.0001483825035393238,0.00007703637675149366,0.000037858608266105875,0.000017207867131219245,,,,,,,,,
SA(5.0),mean,6.187,-67.487,0.0004778028524015099,0.0002706084924284369,0.0001456690952181816,0.00007445782830473036,0.000035958601074526086,0.000016238207535934635,,,,,,,,,,
SA(5.0),quantile-0.15,6.187,-67.487,0.0004076253389939666,0.00021169162937439978,0.00010495140304556116,0.000051233691920060664,0.000023821217837394215,0.00001043075644702185,,,,,,,,,,
