TR,MMean,RMean,Vs30
31,,,760
225,6.5486593325777385,236.28929853706583,760
475,6.612959365453402,224.2173917823016,760
975,6.659637952807409,209.65776681871114,760
2475,6.704113205345817,186.7816649818659,760
