TR,MMean,RMean,Vs30
31,5.981994043611555,128.95588188610682,760
225,6.072603019484482,66.78632021661298,760
475,6.103959564123381,51.086052075768336,760
975,6.1329553989884245,40.09931048760586,760
2475,6.166927736475273,29.620247953197676,760
