TR,MMean,RMean,Vs30
31,6.989506659842504,142.55733272379797,760
225,7.283905794911481,87.35802444255756,760
475,7.238419247807843,58.70191909355316,760
975,7.152011247175293,31.526994874210974,760
2475,7.123808186422972,13.430385990774425,760
