# Layer: disagg-40507
lat,lon,imt,poe,dist,mag_5-5.5,mag_5.5-6,mag_6-6.5,mag_6.5-7,mag_7-7.5,mag_7.5-8,mag_8-8.5,mag_8.5-9
5.540,-73.355,PGA,0.032189,0-20,0.00037202160456217825,0.00019411709217820317,0.00009476346167502925,0.00005570588473347016,0.000026542369596427307,0.000013244033652881626,0,0
5.540,-73.355,PGA,0.032189,20-40,0.0009766591247171164,0.0007460530614480376,0.0004724390455521643,0.0002677137963473797,0.00007215599180199206,0.00001562002216815017,0,0
5.540,-73.355,PGA,0.032189,40-60,0.0008302151691168547,0.0009927054634317756,0.0007914380403235555,0.00025040737818926573,0.00006656707410002127,0.00001945599251484964,0,0
5.540,-73.355,PGA,0.032189,60-80,0.0002977480471599847,0.0005764755769632757,0.0006045497138984501,0.0011425064876675606,0.0005424357950687408,0.00004757827628054656,0,0
5.540,-73.355,PGA,0.032189,80-100,0.00006182133802212775,0.0002455126668792218,0.0003726252762135118,0.00142443657387048,0.000879433355294168,0.00011929117317777127,0,0
5.540,-73.355,PGA,0.032189,100-120,0.000007080372597556561,0.00009337917435914278,0.0006574543658643961,0.0011400561779737473,0.0005087903700768948,0.00005478156163007952,0,0
5.540,-73.355,PGA,0.032189,120-140,3.352846533744014e-7,0.00003497328725643456,0.001587830949574709,0.0017938953824341297,0.0002139104763045907,0.000051113216613885015,0,0
5.540,-73.355,PGA,0.032189,140-160,0,0.000007092608939274214,0.0019529454875737429,0.0019740641582757235,0.00021203869255259633,0.0000317751728289295,0,0
5.540,-73.355,PGA,0.032189,160-180,0,0.0000015411878848681226,0.0010447383392602205,0.0012770179891958833,0.00015822202840354294,0.000029753015041933395,0,0
5.540,-73.355,PGA,0.032189,180-200,0,3.8657296386190865e-7,0.000972015259321779,0.0015025932807475328,0.00010402418411104009,0.000027600735847954638,0,0
5.540,-73.355,PGA,0.032189,200-220,0,1.0352920742917604e-9,0.000632226001471281,0.001108083757571876,0.00008281983900815248,0.00008547776087652892,0.000008027755029615946,0
5.540,-73.355,PGA,0.032189,220-240,0,0,0.00027227678219787776,0.0005935129593126476,0.00007523906242568046,0.00002475690962455701,0,0
5.540,-73.355,PGA,0.032189,240-260,0,0,0.00015671075379941612,0.00039399435627274215,0.0000557097046112176,0.000026750405595521443,0,0
5.540,-73.355,PGA,0.032189,260-280,0,0,0.00008346672257175669,0.00022467714734375477,0.00007591673784190789,0.00002280060652992688,0,0
5.540,-73.355,PGA,0.032189,280-300,0,0,0.00004240697671775706,0.00016947455878835171,0.00006449370994232595,0.000012060364497301634,0,0
5.540,-73.355,PGA,0.032189,300-320,0,0,0.000022197065845830366,0.00011292237468296662,0.00007648296013940126,0.00003334715074743144,0,0
5.540,-73.355,PGA,0.032189,320-340,0,0,0.000010476262104930356,0.000031745919841341674,0.00003628851845860481,0.0000053189528443908785,0,0
5.540,-73.355,PGA,0.032189,340-360,0,0,0.0000011136253306176513,0.000014708240087202284,0.000023152790163294412,0.0000013900520343668177,0,0
5.540,-73.355,PGA,0.032189,360-380,0,0,1.1213297312906434e-7,0.000005975246040179627,0.000012579253052535933,0.000014551843378285412,0.00005903683268115856,0.0003239948709961027
5.540,-73.355,PGA,0.032189,380-400,0,0,2.3535488224979417e-8,0.0000022978165361564606,0.000008774146408541128,0.00003348466634633951,0.00013420105096884072,0.00004416123192640953
5.540,-73.355,PGA,0.004438,0-20,0.000118982010462787,0.00009068210056284443,0.00005873326153960079,0.00004082522355020046,0.00002191755993408151,0.000012026359399897046,0,0
5.540,-73.355,PGA,0.004438,20-40,0.00008970680937636644,0.00013033751747570932,0.00014110890333540738,0.00012007731857011095,0.00004223749056109227,0.000010659875442797784,0,0
5.540,-73.355,PGA,0.004438,40-60,0.000019541832443792373,0.00007518056372646242,0.00012156026787124574,0.00006149667751742527,0.000023622886146767996,0.000009077839422388934,0,0
5.540,-73.355,PGA,0.004438,60-80,3.60199948090667e-7,0.000015436608009622432,0.000048337005864595994,0.00020682113245129585,0.00016911829879973084,0.000018644934243639,0,0
5.540,-73.355,PGA,0.004438,80-100,0,0.0000011599493063840782,0.000014845526493445504,0.00017715005378704518,0.00020134150690864772,0.000038257308915490285,0,0
5.540,-73.355,PGA,0.004438,100-120,0,2.4717239366367494e-9,0.00006535580905620009,0.00021960823505651206,0.00007868778629926965,0.000012100423191441223,0,0
5.540,-73.355,PGA,0.004438,120-140,0,0,0.0001701822184259072,0.0004302304587326944,0.000023075997887644917,0.000009633642548578791,0,0
5.540,-73.355,PGA,0.004438,140-160,0,0,0.00017192518862430006,0.00042779362411238253,0.000020608908016583882,0.000004774326043843757,0,0
5.540,-73.355,PGA,0.004438,160-180,0,0,0.00005791216972284019,0.00019323360174894333,0.000011910719877050724,0.000003726890781763359,0,0
5.540,-73.355,PGA,0.004438,180-200,0,0,0.00003504538835841231,0.00019266092567704618,0.000006241513347049477,0.0000029408674890873954,0,0
5.540,-73.355,PGA,0.004438,200-220,0,0,0.000013088294508634135,0.00010257405665470287,0.0000029694001568714157,0.000006425586889236001,8.85341876255552e-7,0
5.540,-73.355,PGA,0.004438,220-240,0,0,0.000002177156375182676,0.000041546925785951316,0.0000023888137548055965,0.0000021473204014910152,0,0
5.540,-73.355,PGA,0.004438,240-260,0,0,3.49135262922573e-7,0.000019594419427448884,9.773785905053956e-7,0.0000015825854688955587,0,0
5.540,-73.355,PGA,0.004438,260-280,0,0,2.0292358016149592e-8,0.000006923099135747179,0.000002058854079223238,0.0000011622011015788303,0,0
5.540,-73.355,PGA,0.004438,280-300,0,0,0,0.0000035186528748454293,0.0000010599814004308428,5.026065537094837e-7,0,0
5.540,-73.355,PGA,0.004438,300-320,0,0,0,0.0000013085480077279499,7.409579438899527e-7,8.550879329050076e-7,0,0
5.540,-73.355,PGA,0.004438,320-340,0,0,0,3.350850619199264e-8,2.2204969241101935e-7,2.406674468602432e-7,0,0
5.540,-73.355,PGA,0.004438,340-360,0,0,0,1.5342948245233856e-8,2.5125947544779592e-8,5.5220635175601274e-8,0,0
5.540,-73.355,PGA,0.004438,360-380,0,0,0,1.3856503722209368e-9,0,6.198885671437893e-8,0.000002153471541532781,0.000021524141629924998
5.540,-73.355,PGA,0.004438,380-400,0,0,0,1.8895895959047948e-10,0,8.678725293975731e-8,0.000004096074462722754,0.000002135639988409821
5.540,-73.355,PGA,0.002105,0-20,0.00007056402682792395,0.00006148632382974029,0.00004444210571818985,0.00003322799602756277,0.000018869057385018095,0.00001098655047826469,0,0
5.540,-73.355,PGA,0.002105,20-40,0.000033138636354124174,0.00006186962127685547,0.00008028143929550424,0.00007903702498879284,0.00003092257247772068,0.000008324787813762669,0,0
5.540,-73.355,PGA,0.002105,40-60,0.0000028631250188482227,0.00002485672666807659,0.000054832220484968275,0.00003254719922551885,0.000014188379282131791,0.0000060117968132544775,0,0
5.540,-73.355,PGA,0.002105,60-80,0,0.0000023247437184181763,0.00001632523344596848,0.00009787300950847566,0.000096213145297952,0.000011500256732688285,0,0
5.540,-73.355,PGA,0.002105,80-100,0,1.3564490863871015e-8,0.0000030132380288705463,0.00007306224870262668,0.00010286268661729991,0.0000219201192521723,0,0
5.540,-73.355,PGA,0.002105,100-120,0,0,0.0000265721191681223,0.00011572700896067545,0.000035083136026514694,0.000006089323051128304,0,0
