TR,MMean,RMean,Vs30
31,6.563734132130869,117.61718288829681,760
225,6.6448967731136594,60.47231119996407,760
475,6.67191666267371,44.308876279358884,760
975,6.704665505573755,32.36842737595751,760
2475,6.754487251341975,22.358620817068278,760
