TR,MMean,RMean,Vs30
31,6.261268830381902,90.45875115258086,760
225,6.409840414812443,27.43766214505832,760
475,6.5721330486626375,17.037935475768535,760
975,6.739161265787241,12.571771668088846,760
2475,6.880181513195316,10.531874744287922,760
