TR,MMean,RMean,Vs30
31,7.2048096597315725,113.15790828407196,760
225,8.01907308221038,65.92030707524334,760
475,8.219263500279975,58.45140194719522,760
975,8.343557184473807,54.80103982654869,760
2475,8.446438871856508,52.40046375935078,760
