# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792,iml_1.3029330753380104,iml_2.039880567310154,iml_3.193650393601467
SA(1.5),mean,5.058,-75.491,0.3638182580471039,0.2797066569328308,0.202118381857872,0.13628323376178741,0.08529341965913773,0.049366097897291183,0.026360295712947845,0.012975174002349377,0.005887116305530071,0.0024578706361353397,0.0009380420087836683,0.00032232003286480904,0.00009746434807311743,0.000025029130483744666,,,,,
SA(1.5),quantile-0.15,5.058,-75.491,0.3355734944343567,0.25469884276390076,0.1812766194343567,0.12018062174320221,0.07385369390249252,0.0414152629673481,0.020802728831768036,0.009260660968720913,0.003699542721733451,0.0012638181215152144,0.00037554765003733337,0.00009927362407324836,0.00002421782301098574,,,,,,
SA(1.5),quantile-0.85,5.058,-75.491,0.3936457633972168,0.3035261034965515,0.22138862311840057,0.1510632485151291,0.09652815014123917,0.05703660845756531,0.03120383247733116,0.016458019614219666,0.008382447063922882,0.0038677563425153494,0.0017049951711669564,0.0007060673087835312,0.00024998356821015477,0.00006872249650768936,0.000012561217772599775,,,,
SA(2.0),mean,5.058,-75.491,0.28610554337501526,0.20928752422332764,0.14301440119743347,0.09075471758842468,0.053298335522413254,0.02893686108291149,0.014539618976414204,0.00677049346268177,0.0029186615720391273,0.0011565476888790727,0.0004144656122662127,0.00013092377048451453,0.00003537371230777353,,,,,,
SA(2.0),quantile-0.15,5.058,-75.491,0.25917723774909973,0.18907161056995392,0.12646225094795227,0.0780358538031578,0.04478006809949875,0.023143745958805084,0.010522720403969288,0.004376591183245182,0.0016210792819038033,0.0004970388254150748,0.00012798341049347073,0.00002780913382594008,,,,,,,
SA(2.0),quantile-0.85,5.058,-75.491,0.31286972761154175,0.23130543529987335,0.16018672287464142,0.10298404842615128,0.06135100871324539,0.03469941020011902,0.01863020285964012,0.009604225866496563,0.004683319944888353,0.0021386458538472652,0.0009385097655467689,0.0003377427055966109,0.00009352526831207797,0.000021623200154863298,,,,,
SA(2.5),mean,5.058,-75.491,0.22651593387126923,0.15845216810703278,0.10325761884450912,0.06245366856455803,0.03502677381038666,0.01824357733130455,0.008842090144753456,0.003987274132668972,0.0016645884606987238,0.000634919386357069,0.00021643481159117073,0.00006403858424164355,0.00001589500425325241,,,,,,
SA(2.5),quantile-0.15,5.058,-75.491,0.20868077874183655,0.14313293993473053,0.0914708748459816,0.05426669493317604,0.028744632378220558,0.013466548174619675,0.005828846711665392,0.002226798329502344,0.0007111091399565339,0.00019805002375505865,0.0000481205788673833,0.000010586794815026224,,,,,,,
SA(2.5),quantile-0.85,5.058,-75.491,0.24426135420799255,0.17337946593761444,0.11405612528324127,0.07052520662546158,0.04130706936120987,0.022886186838150024,0.01214897446334362,0.006197390612214804,0.0030762052629143,0.001447172835469246,0.0005719055770896375,0.00017311147530563176,0.000041603809222579,,,,,,
SA(3.0),mean,5.058,-75.491,0.18330560624599457,0.12331216782331467,0.07717648148536682,0.044869665056467056,0.024256069213151932,0.012212609872221947,0.005725155584514141,0.0024878967087715864,0.0009899018332362175,0.00035387268872000277,0.00011099904077127576,0.000029906359486631118,,,,,,,
SA(3.0),quantile-0.15,5.058,-75.491,0.1654289811849594,0.1109144315123558,0.06806226074695587,0.037472549825906754,0.01879148744046688,0.008537358604371548,0.0033377755898982286,0.0011269422248005867,0.00034248767769895494,0.0000946567888604477,0.00001936042281158734,,,,,,,,
SA(3.0),quantile-0.85,5.058,-75.491,0.19690415263175964,0.13408172130584717,0.08612287789583206,0.051703378558158875,0.02969401329755783,0.016161855310201645,0.008524506352841854,0.0043518091551959515,0.0020678206346929073,0.0008055628277361393,0.0002551046491134912,0.00006788761675124988,0.000014983123037382029,,,,,,
SA(4.0),mean,5.058,-75.491,0.12516462802886963,0.07940903306007385,0.04700662940740585,0.02598819136619568,0.013425566256046295,0.006464225705713034,0.0028782160952687263,0.0011664844350889325,0.00042075818055309355,0.0001319514703936875,0.000035277051210869104,,,,,,,,
SA(4.0),quantile-0.15,5.058,-75.491,0.11518416553735733,0.07089102268218994,0.03999733924865723,0.02019479125738144,0.009199859574437141,0.0038510311860591173,0.0013404759811237454,0.0003959141904488206,0.00009732203034218401,0.000020150064301560633,,,,,,,,,
SA(4.0),quantile-0.85,5.058,-75.491,0.13428696990013123,0.08759432286024094,0.05333085358142853,0.03139270842075348,0.01761341467499733,0.009668225422501564,0.005043352954089642,0.0022076950408518314,0.0008510570041835308,0.0002711625420488417,0.0000747990925447084,0.000018153088603867218,,,,,,,
SA(5.0),mean,5.058,-75.491,0.08802276849746704,0.05340323597192764,0.030385328456759453,0.016223127022385597,0.008108251728117466,0.0037646142300218344,0.0015989643288776278,0.0006072915275581181,0.0002016665239352733,0.00005790148861706257,0.000014186734006216284,,,,,,,,
SA(5.0),quantile-0.15,5.058,-75.491,0.07910959422588348,0.04622731730341911,0.023955047130584717,0.011655868962407112,0.0048910812474787235,0.0018469559727236629,0.0005826562410220504,0.0001516201300546527,0.00003141550041618757,,,,,,,,,,
SA(5.0),quantile-0.85,5.058,-75.491,0.09654323011636734,0.06044761836528778,0.0372273288667202,0.0216462891548872,0.011965947225689888,0.00634909700602293,0.003014854621142149,0.0012811751803383231,0.00047745584743097425,0.00015381089178845286,0.00004323384564486332,0.00001046655870595714,,,,,,,
