# Layer: disagg-40507
lat,lon,trt,imt,poe_0.032189,poe_0.004438,poe_0.002105,poe_0.001026,poe_0.000404
4.805,-75.719,Active Shallow Crust,PGA,0.011987840756773949,0.0015983338234946132,0.0008178119314834476,0.00043505930807441473,0.00019128671556245536
4.805,-75.719,Active Shallow Crust,SA(0.1),0.012862657196819782,0.0017366724787279963,0.0008586702169850469,0.000450200866907835,0.000194182779523544
4.805,-75.719,Active Shallow Crust,SA(0.2),0.011565086431801319,0.0014869646402075887,0.0007414729334414005,0.0003797454119194299,0.0001711368968244642
4.805,-75.719,Active Shallow Crust,SA(0.3),0.011474833823740482,0.0014642522437497973,0.0007407637313008308,0.0003880565636791289,0.00017306131485383958
4.805,-75.719,Active Shallow Crust,SA(0.5),0.011420761235058308,0.0014977105893194675,0.0007588490261696279,0.0003990739642176777,0.0001824661303544417
4.805,-75.719,Active Shallow Crust,SA(0.7),0.012055512517690659,0.0015842970460653305,0.000797022134065628,0.00041957959183491766,0.00018590650870464742
4.805,-75.719,Active Shallow Crust,SA(1.0),0.012863889336585999,0.001687057432718575,0.0008381920633837581,0.0004412033304106444,0.00019532960141077638
4.805,-75.719,Active Shallow Crust,SA(1.5),0.013622610829770565,0.001869379892013967,0.0009378928225487471,0.0004964470281265676,0.00022081550559960306
4.805,-75.719,Active Shallow Crust,SA(2.0),0.013745944015681744,0.001899499213322997,0.0009328513988293707,0.00048539857380092144,0.00021342618856579065
4.805,-75.719,Active Shallow Crust,SA(2.5),0.014025570824742317,0.0019208970479667187,0.0009446144686080515,0.0004841425397899002,0.00020787415269296616
4.805,-75.719,Active Shallow Crust,SA(3.0),0.015036589466035366,0.002030084142461419,0.0009884036844596267,0.0005134465172886848,0.00022272855858318508
4.805,-75.719,Active Shallow Crust,SA(4.0),0.01685100607573986,0.002140576718375087,0.0010140871163457632,0.00050211331108585,0.00021029019262641668
4.805,-75.719,Active Shallow Crust,SA(5.0),0.018442463129758835,0.0023520116228610277,0.001125964568927884,0.0005702981143258512,0.00024104547628667206
4.805,-75.719,Deep Seismicity,PGA,0.000015864434317336418,0,0,0,0
4.805,-75.719,Deep Seismicity,SA(0.1),0.00001588836130395066,0,0,0,0
4.805,-75.719,Deep Seismicity,SA(0.2),0.00006462433520937338,1.0817972295740219e-8,0,0,0
4.805,-75.719,Deep Seismicity,SA(0.3),0.00011219461885048077,3.828510841685784e-8,0,0,0
4.805,-75.719,Deep Seismicity,SA(0.5),0.00013190456957090646,2.987362179851516e-8,0,0,0
4.805,-75.719,Deep Seismicity,SA(0.7),0.0001886493555502966,7.427041737173568e-8,0,0,0
4.805,-75.719,Deep Seismicity,SA(1.0),0.0003438135317992419,3.4261336168128764e-7,0,0,0
4.805,-75.719,Deep Seismicity,SA(1.5),0.00044394948054105043,6.08607138019579e-7,0,0,0
4.805,-75.719,Deep Seismicity,SA(2.0),0.0006868474883958697,0.0000015957541563693667,7.287478620554566e-9,0,0
4.805,-75.719,Deep Seismicity,SA(2.5),0.0006428852211683989,0.0000010974978295053006,0,0,0
4.805,-75.719,Deep Seismicity,SA(3.0),0.00047180161345750093,2.4804521103760635e-7,0,0,0
4.805,-75.719,Deep Seismicity,SA(4.0),0.0002933564246632159,9.64606261533163e-9,0,0,0
4.805,-75.719,Deep Seismicity,SA(5.0),0.0001546071725897491,0,0,0,0
4.805,-75.719,Subduction Interface,PGA,0.005424984265118837,0.0007764798938296735,0.0003558608877938241,0.00016205638530664146,0.000053613592172041535
4.805,-75.719,Subduction Interface,SA(0.1),0.003631886327639222,0.00031615133048035204,0.00011156971595482901,0.000039090369682526216,0.000007728063792455941
4.805,-75.719,Subduction Interface,SA(0.2),0.005111827980726957,0.000708020175807178,0.0003074502747040242,0.00012856947432737797,0.00004108682333026081
4.805,-75.719,Subduction Interface,SA(0.3),0.006323513109236956,0.0011138259433209896,0.000541174435056746,0.00025670696049928665,0.00009345533180749044
4.805,-75.719,Subduction Interface,SA(0.5),0.008013212122023106,0.0016933076549321413,0.0008691063267178833,0.0004318422870710492,0.0001698924315860495
4.805,-75.719,Subduction Interface,SA(0.7),0.008975636214017868,0.00199488690122962,0.0010332707315683365,0.0005199056467972696,0.00019888908718712628
4.805,-75.719,Subduction Interface,SA(1.0),0.009684301912784576,0.002162704011425376,0.0011046389117836952,0.0005530146299861372,0.0002093656949000433
4.805,-75.719,Subduction Interface,SA(1.5),0.009780033491551876,0.002126639010384679,0.0010616210056468844,0.0005172899691388011,0.00018815613293554634
4.805,-75.719,Subduction Interface,SA(2.0),0.01023814920336008,0.002246011048555374,0.0011048928136005998,0.0005350079154595733,0.00019761643488891423
4.805,-75.719,Subduction Interface,SA(2.5),0.010528315789997578,0.0022961331997066736,0.0011349329724907875,0.00054427474969998,0.00019809207879006863
4.805,-75.719,Subduction Interface,SA(3.0),0.01053743064403534,0.0022288993932306767,0.0010816598078235984,0.0005228169029578567,0.00019115078612230718
4.805,-75.719,Subduction Interface,SA(4.0),0.010809116996824741,0.0022845291532576084,0.0011164059396833181,0.0005310049746185541,0.00019574828911572695
4.805,-75.719,Subduction Interface,SA(5.0),0.010572285391390324,0.0021025410387665033,0.0010103825479745865,0.0004800768510904163,0.0001732331293169409
4.805,-75.719,Subduction IntraSlab,PGA,0.015486009418964386,0.0020879635121673346,0.0009713653125800192,0.00045817808131687343,0.00016446814697701484
4.805,-75.719,Subduction IntraSlab,SA(0.1),0.016369838267564774,0.002436012029647827,0.001149319694377482,0.0005628252401947975,0.00021304596157278866
