TR,MMean,RMean,Vs30
31,5.990311213438435,58.10930264102305,760
225,5.983252317847305,25.77353630247265,760
475,6.008131304085663,19.306718122300435,760
975,6.045250791900991,15.355804180000375,760
2475,6.105451513853409,12.726880133336238,760
