TR,MMean,RMean,Vs30
31,6.639508953277955,101.0624268902297,760
225,6.961425012541429,61.88639813555243,760
475,7.054220147494959,49.202325558686354,760
975,7.126604675880627,39.56677625325981,760
2475,7.1996493986667485,30.653220142635934,760
