# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792,iml_1.3029330753380104,iml_2.039880567310154
PGA,mean,12.578,-81.707,0.07638785988092422,0.07130764424800873,0.06419025361537933,0.05538465455174446,0.04557820409536362,0.03559805825352669,0.02622830867767334,0.01808963529765606,0.011569141410291195,0.006787315476685762,0.0036096505355089903,0.0017174248350784183,0.0007196256192401052,0.0002604081528261304,0.00007937078771647066,0.00001964483999472577,,
PGA,quantile-0.15,12.578,-81.707,0.07369191199541092,0.06841867417097092,0.06063883379101753,0.05059202015399933,0.040262818336486816,0.03041463904082775,0.021646983921527863,0.014375584200024605,0.00881449319422245,0.004944075830280781,0.00251962523907423,0.0011596789117902517,0.00047025547246448696,0.00016953732119873166,0.00005103895455249585,0.000011823113709397148,,
PGA,quantile-0.85,12.578,-81.707,0.07974397391080856,0.07375600188970566,0.0684942975640297,0.06162989139556885,0.052484914660453796,0.042775802314281464,0.03314792364835739,0.024220114573836327,0.01650407910346985,0.01033951435238123,0.005847719497978687,0.0029184536542743444,0.0012500673765316606,0.0004404716892167926,0.00012262242671567947,0.00002589567520772107,,
SA(0.1),mean,12.578,-81.707,0.07993333786725998,0.07737784832715988,0.0731894001364708,0.06717052310705185,0.0594651997089386,0.05054117739200592,0.04106258600950241,0.031732793897390366,0.02317507565021515,0.015862492844462395,0.010074805468320847,0.005871996749192476,0.003103019902482629,0.0014673472614958882,0.0006118976161815226,0.0002213942789239809,0.00006823889270890504,0.000017508837117929943
SA(0.1),quantile-0.15,12.578,-81.707,0.07724282890558243,0.07478722929954529,0.07043759524822235,0.06395424157381058,0.05478326231241226,0.04487708583474159,0.03503872826695442,0.025894613936543465,0.017948582768440247,0.01154555007815361,0.0068197231739759445,0.0036649510730057955,0.0017776910681277514,0.0007709059864282608,0.0002936679811682552,0.00009578884782968089,0.000025395016564289108,
SA(0.1),quantile-0.85,12.578,-81.707,0.08465228974819183,0.08189299702644348,0.07705622911453247,0.07079017162322998,0.0629955530166626,0.05428243428468704,0.04500643536448479,0.035443536937236786,0.02649756520986557,0.018904611468315125,0.012532167136669159,0.007591181434690952,0.004113540519028902,0.0019462198251858354,0.0008626517956145108,0.0003382441063877195,0.00011548031034180894,0.0000335993136104662
SA(0.2),mean,12.578,-81.707,0.08040592074394226,0.0781286433339119,0.07418112456798553,0.06825505197048187,0.06042063608765602,0.051153071224689484,0.041207779198884964,0.03142543137073517,0.0225529782474041,0.015122710727155209,0.009393831714987755,0.00535285659134388,0.0027669600676745176,0.00128044409211725,0.000521728303283453,0.00018324896518606693,0.00005395829430199228,0.000012772901754942723
SA(0.2),quantile-0.15,12.578,-81.707,0.07768388092517853,0.07569340616464615,0.07194764912128448,0.06603957712650299,0.05761057883501053,0.047424327582120895,0.03712635487318039,0.027477014809846878,0.019075972959399223,0.012308998964726925,0.007311658468097448,0.0039627645164728165,0.001943944487720728,0.0008556238026358187,0.00033335931948386133,0.00011242184700677171,0.00003156815728289075,
SA(0.2),quantile-0.85,12.578,-81.707,0.08488006144762039,0.08208144456148148,0.07733635604381561,0.07040178775787354,0.0638163760304451,0.055519554764032364,0.046541977673769,0.03739270567893982,0.02859683521091938,0.020636603236198425,0.013896618969738483,0.008611790835857391,0.00482795899733901,0.0023984648287296295,0.0010301057482138276,0.0003707626892719418,0.00010631451004883274,0.000023559403416584246
SA(0.3),mean,12.578,-81.707,0.07965847104787827,0.07667814195156097,0.0717887133359909,0.06482283771038055,0.056044790893793106,0.04610774293541908,0.03588709980249405,0.0262701828032732,0.017968079075217247,0.011395193636417389,0.006640337873250246,0.003518537152558565,0.0016750484937801957,0.0007063674856908619,0.00025932639255188406,0.00008108015754260123,0.00002092346767312847,
