# Layer: hcurves-10y
# Investigation time: 1.0
imt,stat,lat,lon,iml_0.001,iml_0.0015656065579430964,iml_0.0024511238942744305,iml_0.0038374956432070686,iml_0.0060080083450830485,iml_0.009406177265238874,iml_0.014726372811633234,iml_0.023055705848607912,iml_0.036096164274587554,iml_0.05651239150488561,iml_0.08847617074509666,iml_0.13851887314021646,iml_0.21686605618721055,iml_0.3395269197619529,iml_0.531565572177533,iml_0.83222254577792,iml_1.3029330753380104,iml_2.039880567310154,iml_3.193650393601467,iml_5.0000000000000036
PGA,mean,7.116,-73.133,0.5862661004066467,0.5188087224960327,0.4419209957122803,0.36102545261383057,0.28285765647888184,0.2131367027759552,0.1544516682624817,0.10647723078727722,0.06816919893026352,0.03928952291607857,0.019813332706689835,0.008584176190197468,0.0031941994093358517,0.0010529920691624284,0.0003312829649075866,0.0001054439417202957,0.00003256198397139087,,,
PGA,quantile-0.15,7.116,-73.133,0.48392990231513977,0.42307552695274353,0.3572843372821808,0.28999558091163635,0.22631481289863586,0.1708260476589203,0.12500862777233124,0.08801093697547913,0.0587749220430851,0.03358590230345726,0.01662210188806057,0.007224418222904205,0.0025545384269207716,0.0007035779417492449,0.00015218320186249912,0.000024936300178524107,,,,
PGA,quantile-0.85,7.116,-73.133,0.6747695207595825,0.6062260866165161,0.5222159028053284,0.42888209223747253,0.33501511812210083,0.24961109459400177,0.17825321853160858,0.1205800250172615,0.07672755420207977,0.04435388743877411,0.02268839254975319,0.010318201966583729,0.0038784092757850885,0.0015103986952453852,0.000599475868511945,0.0002502556308172643,0.00009178400068776682,0.0000261526984104421,,
SA(0.1),mean,7.116,-73.133,0.643375813961029,0.5952873826026917,0.5364176630973816,0.468574583530426,0.3951881229877472,0.32112061977386475,0.2515520453453064,0.1902252435684204,0.13846705853939056,0.09587814658880234,0.061850886791944504,0.03627096861600876,0.01891450770199299,0.008635777048766613,0.0034279129467904568,0.0011848508147522807,0.00036087751504965127,0.0000996485905488953,0.00002628616311994847,
SA(0.1),quantile-0.15,7.116,-73.133,0.5429912209510803,0.4940941333770752,0.43881699442863464,0.3788977861404419,0.315839558839798,0.25343409180641174,0.1967342644929886,0.14895571768283844,0.11070223152637482,0.0776638314127922,0.04990049824118614,0.028987307101488113,0.014939811080694199,0.006562676280736923,0.002396652474999428,0.0007127101998776197,0.00015767035074532032,0.000023368000256596133,,
SA(0.1),quantile-0.85,7.116,-73.133,0.7406426668167114,0.7012526988983154,0.6470350027084351,0.5783225893974304,0.49810081720352173,0.41123250126838684,0.32465529441833496,0.24472378194332123,0.17549875378608704,0.11862895637750626,0.07436681538820267,0.04231450334191322,0.02198856882750988,0.010798348113894463,0.004669568967074156,0.0017849968280643225,0.000625565939117223,0.0002759528870228678,0.00010034283332061023,0.00003259244476794265
SA(0.2),mean,7.116,-73.133,0.6633812785148621,0.6176289916038513,0.5584787130355835,0.48757004737854004,0.40889060497283936,0.32860496640205383,0.25342240929603577,0.1881319284439087,0.13423191010951996,0.09091507643461227,0.05710224062204361,0.03234082832932472,0.016110245138406754,0.006940201856195927,0.0025747574400156736,0.0008356571197509766,0.0002488379250280559,0.00007176172221079469,0.000020205416149110533,
SA(0.2),quantile-0.15,7.116,-73.133,0.5707002282142639,0.5239195823669434,0.4682263135910034,0.405546098947525,0.3396621346473694,0.27292463183403015,0.2111656367778778,0.15805472433567047,0.114235520362854,0.07922422140836716,0.049998700618743896,0.028473399579524994,0.014378275722265244,0.00624602846801281,0.002187200589105487,0.0005809802678413689,0.00011896427167812362,0.000017758529793354683,,
SA(0.2),quantile-0.85,7.116,-73.133,0.7481433153152466,0.7085338234901428,0.6510553956031799,0.57558274269104,0.48585787415504456,0.38981330394744873,0.2975127696990967,0.2171332836151123,0.15202513337135315,0.10108665376901627,0.06246073544025421,0.03482472151517868,0.017674926668405533,0.007770282216370106,0.0031059288885444403,0.0011694831773638725,0.00043474973062984645,0.00018196568998973817,0.00006480958836618811,0.000014826709957560524
SA(0.3),mean,7.116,-73.133,0.6546991467475891,0.6030650734901428,0.5369933247566223,0.45928001403808594,0.3756103217601776,0.2935689389705658,0.2199201136827469,0.1580962836742401,0.10818086564540863,0.06902748346328735,0.03992386907339096,0.02035781741142273,0.008967030793428421,0.0033875377848744392,0.0011183555470779538,0.0003443146124482155,0.00010730508802225813,0.0000336998091370333,,
SA(0.3),quantile-0.15,7.116,-73.133,0.5616992115974426,0.5125988125801086,0.45497381687164307,0.3904078006744385,0.32227861881256104,0.25527694821357727,0.19430208206176758,0.14271198213100433,0.09835627675056458,0.060731563717126846,0.03428720310330391,0.01683579385280609,0.00756464060395956,0.003045376157388091,0.0008565642056055367,0.00018448155606165528,0.00002888502240239177,,,
SA(0.3),quantile-0.85,7.116,-73.133,0.7285898923873901,0.6771350502967834,0.6057097911834717,0.5167043805122375,0.4186532199382782,0.32135099172592163,0.23556575179100037,0.1662643849849701,0.11397453397512436,0.07503564655780792,0.043327607214450836,0.022591741755604744,0.01020926982164383,0.003930993378162384,0.0014613756211474538,0.0005625126650556922,0.0002445340796839446,0.00010109086724696681,0.00002644486266945023,
SA(0.5),mean,7.116,-73.133,0.6163026690483093,0.5507255792617798,0.47208720445632935,0.38636741042137146,0.30149325728416443,0.22445663809776306,0.158949613571167,0.10572312772274017,0.06458085775375366,0.0352935828268528,0.016873998567461967,0.006969486363232136,0.00251004914753139,0.0008333107689395547,0.00028522845241241157,0.00010621413821354508,0.000038899808714631945,0.000011922331395908259,,
SA(0.5),quantile-0.15,7.116,-73.133,0.5265610218048096,0.4675130546092987,0.3966228663921356,0.3235032260417938,0.25440216064453125,0.19342416524887085,0.1404888927936554,0.09114893525838852,0.05363066494464874,0.028186243027448654,0.013126127421855927,0.005394750740379095,0.001931128092110157,0.0004918725462630391,0.00009930797386914492,0.00001740395418892149,,,,
SA(0.5),quantile-0.85,7.116,-73.133,0.6615377068519592,0.5851899981498718,0.4970303475856781,0.40259724855422974,0.3153291642665863,0.24457232654094696,0.17933323979377747,0.12232739478349686,0.07542698830366135,0.040733423084020615,0.019452348351478577,0.008473311550915241,0.003218430792912841,0.0012071119854226708,0.000530351244378835,0.00024053064407780766,0.00010446805390529335,0.00003329358150949702,,
SA(0.7),mean,7.116,-73.133,0.5548996329307556,0.4780765175819397,0.39389804005622864,0.3097575604915619,0.23235437273979187,0.16553935408592224,0.11057190597057343,0.06777988374233246,0.0372210256755352,0.01794045977294445,0.007502890657633543,0.0027458614204078913,0.0009271643939428031,0.00032143970020115376,0.0001216426317114383,0.00004606620132108219,0.00001497227367508458,,,
SA(0.7),quantile-0.15,7.116,-73.133,0.4638690650463104,0.39465653896331787,0.32376059889793396,0.25674504041671753,0.1971030831336975,0.14485013484954834,0.0970444306731224,0.05667848885059357,0.029390491545200348,0.013477525673806667,0.005435825791209936,0.0022225913126021624,0.0005997327389195561,0.00013031101843807846,0.000024612387278466485,,,,,
SA(0.7),quantile-0.85,7.116,-73.133,0.599900484085083,0.5167482495307922,0.424479603767395,0.3319047689437866,0.24747209250926971,0.18326738476753235,0.12646159529685974,0.07803897559642792,0.042780160903930664,0.02100352942943573,0.00922795757651329,0.0036024090368300676,0.0013460791669785976,0.0005822245730087161,0.00026375363813713193,0.00012332091864664108,0.00003987607124145143,0.0000110138980744523,,
SA(1.0),mean,7.116,-73.133,0.47267070412635803,0.39004281163215637,0.3078766465187073,0.23227371275424957,0.16669031977653503,0.11232206970453262,0.06962350010871887,0.03881293907761574,0.019092487171292305,0.008193405345082283,0.003085511038079858,0.0010688701877370477,0.0003770452458411455,0.00014592228399123996,0.00005806324043078348,0.000020474335542530753,,,,
SA(1.0),quantile-0.15,7.116,-73.133,0.3911338448524475,0.3227934241294861,0.2585843503475189,0.2012258917093277,0.14925391972064972,0.098304383456707,0.0568506121635437,0.02918778359889984,0.013346171006560326,0.005649640690535307,0.0022879806347191334,0.0006687046261504292,0.0001655001105973497,0.00003471390300546773,,,,,,
SA(1.0),quantile-0.85,7.116,-73.133,0.5171094536781311,0.42671674489974976,0.33581671118736267,0.25229528546333313,0.18071579933166504,0.12484239786863327,0.079484723508358,0.04637623950839043,0.023640526458621025,0.00992046669125557,0.0038569080643355846,0.0015505591873079538,0.0006800525588914752,0.0003266719286330044,0.00016289383347611874,0.00006917556311236694,0.00002384477738814894,,,
SA(1.5),mean,7.116,-73.133,0.3663971722126007,0.28765222430229187,0.2160312980413437,0.15398649871349335,0.10255212336778641,0.06251047551631927,0.03418498486280441,0.01651609316468239,0.006999258883297443,0.0026361136697232723,0.000936499098315835,0.00034792805672623217,0.00014272358384914696,0.00005934082582825795,0.00002168635546695441,,,,,
SA(1.5),quantile-0.15,7.116,-73.133,0.3023113012313843,0.24320629239082336,0.19035230576992035,0.13832610845565796,0.09080740064382553,0.05221060663461685,0.026652418076992035,0.012098402716219425,0.005155352875590324,0.0019144007237628102,0.0005574219976551831,0.00013123758253641427,0.00002806572592817247,,,,,,,
SA(1.5),quantile-0.85,7.116,-73.133,0.403836727142334,0.3156391680240631,0.23589815199375153,0.1684330850839615,0.11254274845123291,0.06994036585092545,0.0387849397957325,0.019454389810562134,0.008858875371515751,0.0034575052559375763,0.0014118565013632178,0.0006517534493468702,0.0003507465298753232,0.00017969333566725254,0.00007842073682695627,0.000028049271350027993,,,,
SA(2.0),mean,7.116,-73.133,0.29047173261642456,0.21967995166778564,0.15778422355651855,0.1059500053524971,0.06521699577569962,0.03612750023603439,0.017762480303645134,0.007702816277742386,0.002982868580147624,0.0010898478794842958,0.00041469698771834373,0.00017465556447859854,0.00007566277054138482,0.000029247494239825755,,,,,,
SA(2.0),quantile-0.15,7.116,-73.133,0.2457921952009201,0.19387559592723846,0.13992159068584442,0.09436184912919998,0.05510260537266731,0.02844855934381485,0.013181072659790516,0.005705355200916529,0.002256249077618122,0.0006529625388793647,0.00015487342898268253,0.000036254667065804824,,,,,,,,
SA(2.0),quantile-0.85,7.116,-73.133,0.3166109025478363,0.23814508318901062,0.17420169711112976,0.11611651629209518,0.07300050556659698,0.040771741420030594,0.020965002477169037,0.009751847013831139,0.003945057280361652,0.0016298821428790689,0.0007715760148130357,0.00041973651968874037,0.00020493815827649087,0.00010010886035161093,0.00003726068462128751,0.00001079619050869951,,,,
SA(2.5),mean,7.116,-73.133,0.23428316414356232,0.1711493581533432,0.11737658828496933,0.07417844980955124,0.042444199323654175,0.021696655079722404,0.009842053055763245,0.003996159415692091,0.0015189042314887047,0.0005923493881709874,0.00025680934777483344,0.00011855918273795396,0.00005078104368294589,0.000018162849301006645,,,,,,
SA(2.5),quantile-0.15,7.116,-73.133,0.21025396883487701,0.15767325460910797,0.10709492117166519,0.06553231179714203,0.03540967032313347,0.017077816650271416,0.007756454404443502,0.0029249980580061674,0.0009650521678850055,0.0002740001946222037,0.00006732136534992605,0.000014932104932086077,,,,,,,,
