TR,MMean,RMean,Vs30
31,6.598053999328433,126.62168427327607,760
225,6.796129423619009,92.88021895741468,760
475,6.88847031968257,71.05714253847026,760
975,6.996058743893661,45.057407601612084,760
2475,7.134235380237782,17.958157995321272,760
