TR,MMean,RMean,Vs30
31,6.347018177916458,104.55510965016155,760
225,6.502181361266015,71.10576902944402,760
475,6.590680779042281,51.65546778494192,760
975,6.705996260022109,32.30357286240859,760
2475,6.866516345872818,15.580943357247566,760
